"PlotID","Hill","Lat","Long","Size","Treatment","DivLev","Composition","Nb_planted_trees","Taxa","Diversity"
45,"Species richness",-2,103.2,40,"Island",1,"E",400,"Birds",4
45,"Shannon diversity",-2,103.2,40,"Island",1,"E",400,"Birds",3.6
46,"Species richness",-2,103.2,40,"Island",2,"AB",400,"Birds",2
46,"Simpson diversity",-2,103.2,40,"Island",2,"AB",400,"Birds",2
46,"Shannon diversity",-2,103.2,40,"Island",2,"AB",400,"Birds",2
47,"Shannon diversity",-2,103.2,20,"Island",2,"BE",100,"Birds",0
47,"Simpson diversity",-2,103.2,20,"Island",2,"BE",100,"Birds",0
47,"Species richness",-2,103.2,20,"Island",2,"BE",100,"Birds",0
48,"Shannon diversity",-2,103.2,10,"Island",3,"CEF",24,"Birds",1
48,"Simpson diversity",-2,103.2,10,"Island",3,"CEF",24,"Birds",1
48,"Species richness",-2,103.2,10,"Island",3,"CEF",24,"Birds",1
49,"Simpson diversity",-2,103.2,40,"Island",1,"F",400,"Birds",2
49,"Species richness",-2,103.2,40,"Island",1,"F",400,"Birds",2
49,"Shannon diversity",-2,103.2,40,"Island",1,"F",400,"Birds",2
50,"Simpson diversity",-2,103.2,5,"Island",6,"ABCDEF",6,"Birds",1
50,"Species richness",-2,103.2,5,"Island",6,"ABCDEF",6,"Birds",1
50,"Shannon diversity",-2,103.2,5,"Island",6,"ABCDEF",6,"Birds",1
51,"Shannon diversity",-2,103.2,20,"Island",1,"A",100,"Birds",1
51,"Species richness",-2,103.2,20,"Island",1,"A",100,"Birds",1
51,"Simpson diversity",-2,103.2,20,"Island",1,"A",100,"Birds",1
52,"Shannon diversity",-2,103.2,40,"Island",1,"D",400,"Birds",0
52,"Simpson diversity",-2,103.2,40,"Island",1,"D",400,"Birds",0
52,"Species richness",-2,103.2,40,"Island",1,"D",400,"Birds",0
53,"Simpson diversity",-1.9,103.3,10,"Control",,,0,"Birds",0
53,"Shannon diversity",-1.9,103.3,10,"Control",,,0,"Birds",0
53,"Species richness",-1.9,103.3,10,"Control",,,0,"Birds",0
54,"Species richness",-2,103.3,10,"Control",,,0,"Birds",2
54,"Simpson diversity",-2,103.3,10,"Control",,,0,"Birds",1.8
54,"Shannon diversity",-2,103.3,10,"Control",,,0,"Birds",1.9
55,"Species richness",-2,103.3,10,"Control",,,0,"Birds",0
55,"Shannon diversity",-2,103.3,10,"Control",,,0,"Birds",0
55,"Simpson diversity",-2,103.3,10,"Control",,,0,"Birds",0
56,"Shannon diversity",-2,103.2,10,"Control",,,0,"Birds",1
56,"Species richness",-2,103.2,10,"Control",,,0,"Birds",1
56,"Simpson diversity",-2,103.2,10,"Control",,,0,"Birds",1
1,"Species richness",-1.9,103.3,40,"Island",1,"A",400,"Arthropods",84
1,"Simpson diversity",-1.9,103.3,40,"Island",1,"A",400,"Arthropods",10.9
1,"Shannon diversity",-1.9,103.3,40,"Island",1,"A",400,"Arthropods",22.6
2,"Species richness",-1.9,103.3,20,"Island",3,"ACF",99,"Arthropods",86
2,"Shannon diversity",-1.9,103.3,20,"Island",3,"ACF",99,"Arthropods",14.1
2,"Simpson diversity",-1.9,103.3,20,"Island",3,"ACF",99,"Arthropods",7.4
3,"Shannon diversity",-1.9,103.3,20,"Island",2,"CD",100,"Arthropods",28.7
3,"Species richness",-1.9,103.3,20,"Island",2,"CD",100,"Arthropods",89
